1,0,0,1,1,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,0,-72,0,-71,0,-70,0,-69,0,-68,0,-67,0,-66,0,-65,0,-64,0,-63,0,-62,5.5622e-14,-61,8.0096e-09,-60,5.3582e-05,-59,0.017934,-58,0.35624,-57,0.55305,-56,0.072101,-55,0.00061349,-54,2.7365e-07,-53,5.7852e-12,-52,5.5457e-18,-51,2.3581e-25,-50,4.3937e-34,-49,3.5604e-44,-48,1.2486e-55,-47,1.8888e-68,-46,1.2295e-82,-45,3.4375e-98,-44,4.1226e-115,-43,2.1187e-133,-42,4.6617e-153,-41,4.3885e-174,-40,1.7667e-196,-39,3.0398e-220,-38,2.2348e-245,-37,7.0174e-272,-36,9.4092e-300,-35,0,-34,0,-33,0,-32,0,-31,0,-30,0
1,0,0,1,2,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,0,-72,0,-71,0,-70,0,-69,0,-68,0,-67,0,-66,7.8672e-06,-65,0.99637,-64,0.00362,-63,1.6733e-22,-62,7.3569e-63,-61,1.9431e-124,-60,2.7945e-207,-59,2.1083e-311,-58,0,-57,0,-56,0,-55,0,-54,0,-53,0,-52,0,-51,0,-50,0,-49,0,-48,0,-47,0,-46,0,-45,0,-44,0,-43,0,-42,0,-41,0,-40,0,-39,0,-38,0,-37,0,-36,0,-35,0,-34,0,-33,0,-32,0,-31,0,-30,0
1,0,0,1,3,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,0,-72,0,-71,0,-70,0,-69,5.107e-15,-68,0.016547,-67,0.9832,-66,0.00025631,-65,5.4749e-20,-64,4.0764e-49,-63,8.0269e-92,-62,3.8808e-148,-61,4.4679e-218,-60,1.2059e-301,-59,0,-58,0,-57,0,-56,0,-55,0,-54,0,-53,0,-52,0,-51,0,-50,0,-49,0,-48,0,-47,0,-46,0,-45,0,-44,0,-43,0,-42,0,-41,0,-40,0,-39,0,-38,0,-37,0,-36,0,-35,0,-34,0,-33,0,-32,0,-31,0,-30,0
1,0,0,1,4,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,0,-72,0,-71,0,-70,0,-69,0,-68,0,-67,0,-66,1,-65,1.3774e-69,-64,0,-63,0,-62,0,-61,0,-60,0,-59,0,-58,0,-57,0,-56,0,-55,0,-54,0,-53,0,-52,0,-51,0,-50,0,-49,0,-48,0,-47,0,-46,0,-45,0,-44,0,-43,0,-42,0,-41,0,-40,0,-39,0,-38,0,-37,0,-36,0,-35,0,-34,0,-33,0,-32,0,-31,0,-30,0
1,0,0,1,5,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,3.8081e-14,-72,1.092e-10,-71,8.9878e-08,-70,2.1472e-05,-69,0.0015105,-68,0.031915,-67,0.20741,-66,0.42383,-65,0.27523,-64,0.056427,-63,0.0035795,-62,6.8584e-05,-61,3.8864e-07,-60,6.4122e-10,-59,3.0469e-13,-58,4.139e-17,-57,1.5992e-21,-56,1.7513e-26,-55,5.4211e-32,-54,4.7347e-38,-53,1.165e-44,-52,8.067e-52,-51,1.5706e-59,-50,8.591e-68,-49,1.3195e-76,-48,5.6882e-86,-47,6.8792e-96,-46,2.3332e-106,-45,2.2187e-117,-44,5.9138e-129,-43,4.4173e-141,-42,9.2448e-154,-41,5.4201e-167,-40,8.9009e-181,-39,4.0937e-195,-38,5.2723e-210,-37,1.9013e-225,-36,1.9196e-241,-35,5.4259e-258,-34,4.2932e-275,-33,9.5085e-293,-32,5.8944e-311,-31,0,-30,0
1,0,0,1,6,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,0,-72,0,-71,0,-70,0,-69,1,-68,1.0462e-187,-67,0,-66,0,-65,0,-64,0,-63,0,-62,0,-61,0,-60,0,-59,0,-58,0,-57,0,-56,0,-55,0,-54,0,-53,0,-52,0,-51,0,-50,0,-49,0,-48,0,-47,0,-46,0,-45,0,-44,0,-43,0,-42,0,-41,0,-40,0,-39,0,-38,0,-37,0,-36,0,-35,0,-34,0,-33,0,-32,0,-31,0,-30,0
1,0,0,1,7,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,0,-72,0,-71,0,-70,0,-69,0,-68,0,-67,0,-66,0,-65,0,-64,0,-63,0,-62,5.452e-05,-61,0.99995,-60,1.4401e-07,-59,1.2096e-45,-58,1.0917e-118,-57,7.6e-227,-56,0,-55,0,-54,0,-53,0,-52,0,-51,0,-50,0,-49,0,-48,0,-47,0,-46,0,-45,0,-44,0,-43,0,-42,0,-41,0,-40,0,-39,0,-38,0,-37,0,-36,0,-35,0,-34,0,-33,0,-32,0,-31,0,-30,0
1,0,0,1,8,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,0,-72,0,-71,0,-70,0,-69,0,-68,0,-67,0,-66,0,-65,0,-64,0,-63,0,-62,0,-61,0,-60,0,-59,1,-58,1.9181e-13,-57,0,-56,0,-55,0,-54,0,-53,0,-52,0,-51,0,-50,0,-49,0,-48,0,-47,0,-46,0,-45,0,-44,0,-43,0,-42,0,-41,0,-40,0,-39,0,-38,0,-37,0,-36,0,-35,0,-34,0,-33,0,-32,0,-31,0,-30,0
1,0,0,1,9,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,0,-72,0,-71,0,-70,0,-69,0,-68,0,-67,0,-66,0,-65,0,-64,0,-63,0,-62,0,-61,0,-60,0,-59,0,-58,0,-57,0,-56,0,-55,0,-54,0,-53,4.1869e-06,-52,1,-51,1.7189e-309,-50,0,-49,0,-48,0,-47,0,-46,0,-45,0,-44,0,-43,0,-42,0,-41,0,-40,0,-39,0,-38,0,-37,0,-36,0,-35,0,-34,0,-33,0,-32,0,-31,0,-30,0
1,0,0,1,10,-90,0,-89,0,-88,0,-87,0,-86,0,-85,0,-84,0,-83,0,-82,0,-81,0,-80,0,-79,0,-78,0,-77,0,-76,0,-75,0,-74,0,-73,0,-72,0,-71,0,-70,0,-69,0,-68,0,-67,0,-66,0,-65,0,-64,0,-63,0,-62,0,-61,0,-60,0,-59,0,-58,0,-57,0,-56,0,-55,0,-54,0,-53,0,-52,1,-51,1.3455e-317,-50,0,-49,0,-48,0,-47,0,-46,0,-45,0,-44,0,-43,0,-42,0,-41,0,-40,0,-39,0,-38,0,-37,0,-36,0,-35,0,-34,0,-33,0,-32,0,-31,0,-30,0
