128,4.5,-64,-66,-120,-63,-59,-57,-43,-58,-37,-120,-72
129,3.8,-64,-68,-120,-63,-78,-59,-44,-58,-37,-120,-69
130,3.1,-61,-71,-71,-75,-60,-59,-39,-58,-37,-120,-67
131,2.3,-61,-70,-71,-75,-63,-61,-36,-62,-51,-120,-70
132,1.5,-62,-74,-71,-74,-64,-69,-42,-62,-50,-120,-70
133,0.8,-65,-71,-74,-77,-71,-66,-56,-62,-55,-120,-65
134,0,-70,-69,-66,-67,-70,-70,-52,-59,-56,-120,-72
135,0,-57,-68,-66,-67,-77,-71,-59,-66,-48,-120,-67
136,0.7,-69,-74,-120,-73,-75,-66,-59,-69,-51,-120,-67
137,1.4,-70,-71,-120,-74,-71,-68,-58,-68,-51,-120,-69
138,2,-76,-74,-120,-67,-66,-62,-59,-69,-51,-120,-68
139,2.7,-66,-69,-120,-70,-68,-62,-45,-69,-40,-120,-68
140,3.3,-67,-69,-120,-69,-66,-61,-38,-63,-40,-120,-68
141,4,-70,-70,-120,-75,-63,-60,-36,-68,-36,-120,-70
142,4.7,-70,-70,-120,-63,-74,-73,-45,-68,-14,-120,-70
143,5.3,-70,-70,-73,-64,-59,-52,-47,-68,-14,-61,-71
144,6,-72,-69,-66,-59,-63,-56,-53,-120,-39,-59,-71
145,6,-70,-69,-68,-65,-63,-50,-54,-120,-42,-59,-71
146,5.4,-62,-76,-68,-61,-60,-47,-46,-63,-36,-52,-69
147,4.7,-62,-68,-68,-62,-57,-56,-44,-63,-36,-52,-75
148,4,-62,-69,-68,-73,-64,-58,-47,-68,-36,-52,-69
149,3.4,-60,-72,-120,-69,-64,-63,-37,-59,-42,-120,-69
150,2.7,-64,-72,-120,-65,-64,-68,-35,-58,-54,-120,-63
151,2,-62,-77,-120,-69,-73,-67,-43,-58,-47,-120,-63
152,1.4,-66,-65,-120,-72,-69,-72,-57,-63,-52,-120,-65
153,0.6,-59,-75,-120,-68,-69,-72,-55,-65,-58,-120,-65
154,0,-57,-66,-120,-80,-69,-72,-61,-70,-58,-120,-61
